ID, pX, pY, pZ, vX, vY, vZ, aX, aY, aZ, m
1683, 7.02279, 5.1045, 5.54521, 0, 0, 0, 0, 0, 0, 1
1684, 9.84881, 9.65614, 6.65962, 0, 0, 0, 0, 0, 0, 1
1685, 8.58878, 4.4474, 8.30632, 0, 0, 0, 0, 0, 0, 1
1686, 8.69487, 7.24929, 3.59205, 0, 0, 0, 0, 0, 0, 1
1687, 8.13059, 8.53695, 1.05066, 0, 0, 0, 0, 0, 0, 1
1688, 7.67892, 9.80569, 7.37581, 0, 0, 0, 0, 0, 0, 1
1689, 3.3068, 6.09375, 5.78704, 0, 0, 0, 0, 0, 0, 1
1690, 8.04428, 2.59936, 9.42413, 0, 0, 0, 0, 0, 0, 1
1691, 2.21193, 3.31251, 9.31257, 0, 0, 0, 0, 0, 0, 1
1692, 8.13247, 7.21703, 0.695253, 0, 0, 0, 0, 0, 0, 1
1693, 1.91198, 3.18106, 9.84427, 0, 0, 0, 0, 0, 0, 1
1694, 0.00916986, 2.56236, 2.05833, 0, 0, 0, 0, 0, 0, 1
1695, 4.8358, 2.12707, 9.02735, 0, 0, 0, 0, 0, 0, 1
1696, 5.39465, 5.15351, 9.3638, 0, 0, 0, 0, 0, 0, 1
1697, 1.34762, 2.60542, 1.33388, 0, 0, 0, 0, 0, 0, 1
1698, 5.30853, 9.39379, 0.608786, 0, 0, 0, 0, 0, 0, 1
1699, 7.63398, 0.867242, 7.55172, 0, 0, 0, 0, 0, 0, 1
1700, 3.18606, 9.13851, 3.05974, 0, 0, 0, 0, 0, 0, 1
1701, 0.265607, 7.29466, 1.23814, 0, 0, 0, 0, 0, 0, 1
1702, 0.382268, 2.01184, 1.28645, 0, 0, 0, 0, 0, 0, 1
1703, 3.19347, 3.36643, 6.37129, 0, 0, 0, 0, 0, 0, 1
1704, 3.50928, 9.43703, 4.90732, 0, 0, 0, 0, 0, 0, 1
1705, 9.5422, 2.91618, 6.68443, 0, 0, 0, 0, 0, 0, 1
1706, 6.68196, 1.97607, 1.39283, 0, 0, 0, 0, 0, 0, 1
1707, 2.02412, 8.50518, 8.07737, 0, 0, 0, 0, 0, 0, 1
1708, 1.72749, 8.12687, 4.32699, 0, 0, 0, 0, 0, 0, 1
1709, 1.80901, 3.49101, 0.998686, 0, 0, 0, 0, 0, 0, 1
1710, 1.97636, 7.26773, 6.0584, 0, 0, 0, 0, 0, 0, 1
1711, 9.59692, 3.81463, 4.63089, 0, 0, 0, 0, 0, 0, 1
1712, 8.89402, 0.359528, 0.753211, 0, 0, 0, 0, 0, 0, 1
1713, 2.37428, 3.31488, 2.72825, 0, 0, 0, 0, 0, 0, 1
1714, 5.42819, 4.88919, 6.7194, 0, 0, 0, 0, 0, 0, 1
1715, 0.690802, 6.21831, 5.61773, 0, 0, 0, 0, 0, 0, 1
1716, 1.78194, 9.07417, 1.30945, 0, 0, 0, 0, 0, 0, 1
1717, 1.71228, 0.70686, 3.39285, 0, 0, 0, 0, 0, 0, 1
1718, 2.31463, 6.53514, 7.08934, 0, 0, 0, 0, 0, 0, 1
1719, 8.87293, 2.61898, 3.66709, 0, 0, 0, 0, 0, 0, 1
1720, 6.8566, 5.75076, 7.20755, 0, 0, 0, 0, 0, 0, 1
1721, 0.953653, 8.65859, 7.98291, 0, 0, 0, 0, 0, 0, 1
1722, 4.71069, 2.67636, 4.98443, 0, 0, 0, 0, 0, 0, 1
1723, 5.72868, 9.26827, 6.58199, 0, 0, 0, 0, 0, 0, 1
1724, 6.84883, 8.85085, 9.79815, 0, 0, 0, 0, 0, 0, 1
1725, 1.87978, 4.5777, 5.31378, 0, 0, 0, 0, 0, 0, 1
1726, 1.34745, 0.936256, 4.47919, 0, 0, 0, 0, 0, 0, 1
1727, 0.957893, 9.99821, 4.8829, 0, 0, 0, 0, 0, 0, 1
1728, 2.36739, 8.04546, 3.5448, 0, 0, 0, 0, 0, 0, 1
1729, 1.66232, 1.50988, 9.45658, 0, 0, 0, 0, 0, 0, 1
1730, 9.37487, 3.17623, 9.03103, 0, 0, 0, 0, 0, 0, 1
1731, 4.24829, 2.18359, 4.89164, 0, 0, 0, 0, 0, 0, 1
1732, 7.37963, 5.12149, 9.96423, 0, 0, 0, 0, 0, 0, 1
1733, 6.64119, 4.3492, 8.54781, 0, 0, 0, 0, 0, 0, 1
1734, 3.11469, 0.356975, 2.96414, 0, 0, 0, 0, 0, 0, 1
1735, 7.67498, 0.0341967, 3.96325, 0, 0, 0, 0, 0, 0, 1
1736, 1.99682, 7.06361, 2.26593, 0, 0, 0, 0, 0, 0, 1
1737, 2.12723, 1.5451, 5.17282, 0, 0, 0, 0, 0, 0, 1
1738, 4.52361, 6.46403, 4.7151, 0, 0, 0, 0, 0, 0, 1
1739, 1.76873, 5.72196, 0.0177042, 0, 0, 0, 0, 0, 0, 1
1740, 7.25021, 6.98304, 2.0543, 0, 0, 0, 0, 0, 0, 1
1741, 9.83584, 3.00559, 4.13865, 0, 0, 0, 0, 0, 0, 1
1742, 1.29014, 8.71953, 6.37009, 0, 0, 0, 0, 0, 0, 1
1743, 5.70285, 0.205408, 2.60279, 0, 0, 0, 0, 0, 0, 1
1744, 7.37364, 6.19327, 0.940017, 0, 0, 0, 0, 0, 0, 1
1745, 9.29486, 4.60457, 1.37157, 0, 0, 0, 0, 0, 0, 1
1746, 2.87669, 1.06508, 2.41531, 0, 0, 0, 0, 0, 0, 1
1747, 6.36587, 3.55203, 0.521804, 0, 0, 0, 0, 0, 0, 1
1748, 3.85565, 9.41027, 8.79736, 0, 0, 0, 0, 0, 0, 1
1749, 2.86123, 1.7379, 7.90044, 0, 0, 0, 0, 0, 0, 1
1750, 6.95293, 2.19087, 4.37124, 0, 0, 0, 0, 0, 0, 1
1751, 9.04738, 2.40634, 0.384345, 0, 0, 0, 0, 0, 0, 1
1752, 0.682108, 9.45566, 9.65518, 0, 0, 0, 0, 0, 0, 1
1753, 9.56655, 9.35857, 3.91284, 0, 0, 0, 0, 0, 0, 1
1754, 2.04786, 3.53365, 4.81667, 0, 0, 0, 0, 0, 0, 1
1755, 1.27898, 6.14908, 9.70653, 0, 0, 0, 0, 0, 0, 1
1756, 3.49753, 3.95918, 3.38969, 0, 0, 0, 0, 0, 0, 1
1757, 4.63583, 0.104817, 1.47415, 0, 0, 0, 0, 0, 0, 1
1758, 5.96463, 2.70393, 5.49639, 0, 0, 0, 0, 0, 0, 1
1759, 7.87095, 0.35279, 4.57114, 0, 0, 0, 0, 0, 0, 1
1760, 9.70163, 6.42817, 5.75479, 0, 0, 0, 0, 0, 0, 1
1761, 9.30971, 8.63273, 4.57382, 0, 0, 0, 0, 0, 0, 1
1762, 9.68478, 5.92022, 3.46023, 0, 0, 0, 0, 0, 0, 1
1763, 6.47449, 1.6922, 6.99607, 0, 0, 0, 0, 0, 0, 1
1764, 0.243412, 9.76992, 1.60068, 0, 0, 0, 0, 0, 0, 1
1765, 5.3921, 1.69398, 0.80901, 0, 0, 0, 0, 0, 0, 1
1766, 7.58449, 8.33837, 7.21195, 0, 0, 0, 0, 0, 0, 1
1767, 9.10426, 3.18979, 7.94704, 0, 0, 0, 0, 0, 0, 1
1768, 8.82677, 1.32688, 1.23998, 0, 0, 0, 0, 0, 0, 1
1769, 8.8068, 8.49482, 1.79491, 0, 0, 0, 0, 0, 0, 1
1770, 6.59875, 0.271486, 3.91834, 0, 0, 0, 0, 0, 0, 1
1771, 7.097, 9.46579, 0.568678, 0, 0, 0, 0, 0, 0, 1
1772, 4.16905, 6.57076, 5.20907, 0, 0, 0, 0, 0, 0, 1
1773, 2.3268, 4.7474, 4.08077, 0, 0, 0, 0, 0, 0, 1
1774, 4.51715, 1.55085, 5.24881, 0, 0, 0, 0, 0, 0, 1
1775, 6.33494, 9.47045, 7.88209, 0, 0, 0, 0, 0, 0, 1
1776, 0.680663, 1.15539, 6.93969, 0, 0, 0, 0, 0, 0, 1
1777, 5.23011, 0.364651, 3.77103, 0, 0, 0, 0, 0, 0, 1
1778, 7.51864, 6.07855, 1.70858, 0, 0, 0, 0, 0, 0, 1
1779, 2.23758, 4.64564, 4.95045, 0, 0, 0, 0, 0, 0, 1
1780, 5.95897, 7.76424, 8.83031, 0, 0, 0, 0, 0, 0, 1
1781, 8.5, 7.84204, 3.66532, 0, 0, 0, 0, 0, 0, 1
1782, 8.93782, 9.8963, 8.63155, 0, 0, 0, 0, 0, 0, 1
1783, 7.5956, 5.82015, 0.373749, 0, 0, 0, 0, 0, 0, 1
1784, 7.39748, 8.64085, 4.26948, 0, 0, 0, 0, 0, 0, 1
1785, 5.43179, 7.31066, 8.25305, 0, 0, 0, 0, 0, 0, 1
1786, 2.38331, 0.0208228, 9.84405, 0, 0, 0, 0, 0, 0, 1
1787, 7.59925, 1.55393, 8.26018, 0, 0, 0, 0, 0, 0, 1
1788, 6.37288, 9.97996, 1.71486, 0, 0, 0, 0, 0, 0, 1
1789, 8.31895, 9.07298, 4.83876, 0, 0, 0, 0, 0, 0, 1
1790, 4.92087, 6.04277, 2.29102, 0, 0, 0, 0, 0, 0, 1
1791, 7.3315, 5.52519, 7.81381, 0, 0, 0, 0, 0, 0, 1
1792, 6.7701, 2.68649, 1.52663, 0, 0, 0, 0, 0, 0, 1
1793, 5.33652, 5.16234, 3.83505, 0, 0, 0, 0, 0, 0, 1
1794, 8.17397, 8.49388, 5.14957, 0, 0, 0, 0, 0, 0, 1
1795, 0.859614, 9.69616, 8.4021, 0, 0, 0, 0, 0, 0, 1
1796, 8.16396, 5.55931, 6.09002, 0, 0, 0, 0, 0, 0, 1
1797, 2.95046, 5.68462, 4.43068, 0, 0, 0, 0, 0, 0, 1
1798, 3.49659, 1.9761, 4.47496, 0, 0, 0, 0, 0, 0, 1
1799, 8.34849, 6.66503, 7.00757, 0, 0, 0, 0, 0, 0, 1
1800, 7.10288, 7.31617, 3.9038, 0, 0, 0, 0, 0, 0, 1
1801, 0.78709, 8.44516, 9.30591, 0, 0, 0, 0, 0, 0, 1
1802, 7.68009, 9.62294, 5.57761, 0, 0, 0, 0, 0, 0, 1
1803, 6.58136, 7.25162, 4.82477, 0, 0, 0, 0, 0, 0, 1
1804, 2.47624, 0.504202, 5.23782, 0, 0, 0, 0, 0, 0, 1
1805, 8.68867, 2.30471, 1.42413, 0, 0, 0, 0, 0, 0, 1
1806, 3.6669, 8.20499, 8.41446, 0, 0, 0, 0, 0, 0, 1
1807, 0.880948, 2.14092, 4.0327, 0, 0, 0, 0, 0, 0, 1
1808, 5.17473, 4.64322, 0.945685, 0, 0, 0, 0, 0, 0, 1
1809, 0.0978344, 9.68017, 4.14907, 0, 0, 0, 0, 0, 0, 1
1810, 8.1785, 0.58192, 8.66503, 0, 0, 0, 0, 0, 0, 1
1811, 2.83502, 4.67243, 0.870239, 0, 0, 0, 0, 0, 0, 1
1812, 0.574266, 7.71962, 9.38369, 0, 0, 0, 0, 0, 0, 1
1813, 2.02381, 9.53998, 7.43198, 0, 0, 0, 0, 0, 0, 1
1814, 2.18587, 5.27679, 6.46449, 0, 0, 0, 0, 0, 0, 1
1815, 9.01547, 2.59529, 9.05284, 0, 0, 0, 0, 0, 0, 1
1816, 4.61676, 6.99722, 1.48693, 0, 0, 0, 0, 0, 0, 1
1817, 8.44631, 9.75909, 0.173273, 0, 0, 0, 0, 0, 0, 1
1818, 7.21393, 6.94064, 4.53245, 0, 0, 0, 0, 0, 0, 1
1819, 4.79186, 3.55865, 0.287574, 0, 0, 0, 0, 0, 0, 1
1820, 6.85956, 5.37668, 3.10181, 0, 0, 0, 0, 0, 0, 1
1821, 1.09058, 3.26821, 9.15046, 0, 0, 0, 0, 0, 0, 1
1822, 8.3523, 6.03347, 9.92606, 0, 0, 0, 0, 0, 0, 1
1823, 1.40923, 7.47836, 9.63753, 0, 0, 0, 0, 0, 0, 1
1824, 2.0742, 4.89924, 1.70941, 0, 0, 0, 0, 0, 0, 1
1825, 9.98961, 3.56848, 6.43513, 0, 0, 0, 0, 0, 0, 1
1826, 8.12773, 4.33966, 4.57315, 0, 0, 0, 0, 0, 0, 1
1827, 9.89938, 1.05637, 5.13106, 0, 0, 0, 0, 0, 0, 1
1828, 8.21976, 8.32561, 3.27374, 0, 0, 0, 0, 0, 0, 1
1829, 6.27451, 7.25939, 2.84013, 0, 0, 0, 0, 0, 0, 1
1830, 3.0207, 0.123658, 5.96432, 0, 0, 0, 0, 0, 0, 1
1831, 0.304179, 8.15678, 4.94274, 0, 0, 0, 0, 0, 0, 1
1832, 2.75595, 7.75209, 3.23647, 0, 0, 0, 0, 0, 0, 1
1833, 3.36733, 0.622201, 8.03569, 0, 0, 0, 0, 0, 0, 1
1834, 9.89394, 6.35364, 5.43533, 0, 0, 0, 0, 0, 0, 1
1835, 8.72243, 0.278855, 2.09368, 0, 0, 0, 0, 0, 0, 1
1836, 8.98174, 6.87013, 3.90469, 0, 0, 0, 0, 0, 0, 1
1837, 8.42423, 3.45774, 4.96512, 0, 0, 0, 0, 0, 0, 1
1838, 8.34965, 3.75407, 6.74516, 0, 0, 0, 0, 0, 0, 1
1839, 9.56102, 7.87043, 4.13351, 0, 0, 0, 0, 0, 0, 1
1840, 5.5814, 0.193053, 0.516084, 0, 0, 0, 0, 0, 0, 1
1841, 8.21543, 0.0598359, 8.58094, 0, 0, 0, 0, 0, 0, 1
1842, 9.18466, 0.96859, 4.02835, 0, 0, 0, 0, 0, 0, 1
1843, 3.7368, 7.7339, 4.6982, 0, 0, 0, 0, 0, 0, 1
1844, 1.0664, 1.55796, 5.99257, 0, 0, 0, 0, 0, 0, 1
1845, 7.74199, 8.36833, 4.91464, 0, 0, 0, 0, 0, 0, 1
1846, 3.51446, 8.49729, 1.16598, 0, 0, 0, 0, 0, 0, 1
1847, 7.0188, 2.47978, 0.720959, 0, 0, 0, 0, 0, 0, 1
1848, 9.29338, 1.71567, 2.97834, 0, 0, 0, 0, 0, 0, 1
1849, 2.37028, 4.21173, 5.40733, 0, 0, 0, 0, 0, 0, 1
1850, 6.43471, 5.81046, 9.91975, 0, 0, 0, 0, 0, 0, 1
1851, 4.35813, 8.30258, 3.05949, 0, 0, 0, 0, 0, 0, 1
1852, 9.31713, 5.85641, 0.579456, 0, 0, 0, 0, 0, 0, 1
1853, 1.54344, 4.48333, 1.89078, 0, 0, 0, 0, 0, 0, 1
1854, 4.30354, 9.00666, 5.95954, 0, 0, 0, 0, 0, 0, 1
1855, 7.53148, 0.914482, 3.25789, 0, 0, 0, 0, 0, 0, 1
1856, 4.27332, 5.5815, 1.76441, 0, 0, 0, 0, 0, 0, 1
1857, 3.39003, 1.17901, 3.77327, 0, 0, 0, 0, 0, 0, 1
1858, 4.16743, 5.6201, 3.06985, 0, 0, 0, 0, 0, 0, 1
1859, 3.49798, 4.12624, 2.13793, 0, 0, 0, 0, 0, 0, 1
1860, 7.56287, 0.313155, 1.56859, 0, 0, 0, 0, 0, 0, 1
1861, 6.77352, 7.21187, 7.98006, 0, 0, 0, 0, 0, 0, 1
1862, 1.15459, 9.35954, 3.63645, 0, 0, 0, 0, 0, 0, 1
1863, 0.713475, 6.13908, 4.45051, 0, 0, 0, 0, 0, 0, 1
1864, 7.62752, 4.29944, 3.09477, 0, 0, 0, 0, 0, 0, 1
1865, 4.96656, 1.03478, 0.443355, 0, 0, 0, 0, 0, 0, 1
1866, 6.81816, 6.7896, 5.6139, 0, 0, 0, 0, 0, 0, 1
1867, 2.58286, 7.66555, 9.39237, 0, 0, 0, 0, 0, 0, 1
1868, 7.5836, 4.68842, 0.297222, 0, 0, 0, 0, 0, 0, 1
1869, 3.40678, 6.76805, 6.49891, 0, 0, 0, 0, 0, 0, 1
1870, 0.34134, 2.62307, 1.21113, 0, 0, 0, 0, 0, 0, 1
1871, 1.15412, 3.64435, 1.15449, 0, 0, 0, 0, 0, 0, 1
1872, 3.9357, 7.10644, 9.8354, 0, 0, 0, 0, 0, 0, 1
1873, 8.27142, 1.08113, 2.83806, 0, 0, 0, 0, 0, 0, 1
1874, 2.87268, 6.03585, 3.36248, 0, 0, 0, 0, 0, 0, 1
1875, 3.09039, 2.02707, 0.910709, 0, 0, 0, 0, 0, 0, 1
1876, 6.66519, 6.10822, 5.62805, 0, 0, 0, 0, 0, 0, 1
1877, 4.72869, 9.22334, 7.38655, 0, 0, 0, 0, 0, 0, 1
1878, 7.39094, 8.40743, 3.85687, 0, 0, 0, 0, 0, 0, 1
1879, 5.86759, 9.87497, 4.88593, 0, 0, 0, 0, 0, 0, 1
1880, 1.80223, 4.02055, 9.02106, 0, 0, 0, 0, 0, 0, 1
1881, 6.48497, 6.83063, 8.06296, 0, 0, 0, 0, 0, 0, 1
1882, 8.79426, 8.9669, 0.174546, 0, 0, 0, 0, 0, 0, 1
1883, 9.4904, 0.181817, 0.942401, 0, 0, 0, 0, 0, 0, 1
1884, 1.43293, 5.91664, 7.62428, 0, 0, 0, 0, 0, 0, 1
1885, 4.52199, 5.47922, 0.770857, 0, 0, 0, 0, 0, 0, 1
1886, 3.54434, 8.37365, 0.420626, 0, 0, 0, 0, 0, 0, 1
1887, 0.447044, 0.173732, 8.40197, 0, 0, 0, 0, 0, 0, 1
1888, 3.01581, 9.01234, 7.00988, 0, 0, 0, 0, 0, 0, 1
1889, 2.34033, 4.28486, 0.274517, 0, 0, 0, 0, 0, 0, 1
1890, 8.42826, 2.34352, 1.99807, 0, 0, 0, 0, 0, 0, 1
1891, 0.718551, 7.70296, 2.7684, 0, 0, 0, 0, 0, 0, 1
1892, 5.9803, 4.00134, 0.746238, 0, 0, 0, 0, 0, 0, 1
1893, 6.23335, 9.31493, 6.5932, 0, 0, 0, 0, 0, 0, 1
1894, 1.13892, 0.130687, 7.43771, 0, 0, 0, 0, 0, 0, 1
1895, 2.9094, 9.45631, 5.84534, 0, 0, 0, 0, 0, 0, 1
1896, 9.23364, 0.0264799, 9.67969, 0, 0, 0, 0, 0, 0, 1
1897, 6.84586, 3.05793, 8.00253, 0, 0, 0, 0, 0, 0, 1
1898, 1.00832, 6.95599, 7.77839, 0, 0, 0, 0, 0, 0, 1
1899, 7.79708, 5.35968, 2.0072, 0, 0, 0, 0, 0, 0, 1
1900, 3.27361, 4.41334, 1.82099, 0, 0, 0, 0, 0, 0, 1
1901, 8.16157, 1.96775, 1.89155, 0, 0, 0, 0, 0, 0, 1
1902, 0.520397, 0.34677, 3.10974, 0, 0, 0, 0, 0, 0, 1
1903, 6.5939, 0.398985, 3.52911, 0, 0, 0, 0, 0, 0, 1
1904, 4.17147, 3.45072, 8.76597, 0, 0, 0, 0, 0, 0, 1
1905, 5.81462, 2.29184, 5.9889, 0, 0, 0, 0, 0, 0, 1
1906, 8.39683, 4.70502, 2.83358, 0, 0, 0, 0, 0, 0, 1
1907, 4.80154, 6.61131, 7.73234, 0, 0, 0, 0, 0, 0, 1
1908, 8.38874, 1.72343, 3.94274, 0, 0, 0, 0, 0, 0, 1
1909, 2.48474, 2.34981, 5.45885, 0, 0, 0, 0, 0, 0, 1
1910, 6.49544, 9.54986, 6.79395, 0, 0, 0, 0, 0, 0, 1
1911, 3.86738, 5.558, 9.71653, 0, 0, 0, 0, 0, 0, 1
1912, 7.7427, 8.15468, 4.89618, 0, 0, 0, 0, 0, 0, 1
1913, 2.01739, 4.20922, 5.29271, 0, 0, 0, 0, 0, 0, 1
1914, 7.27957, 7.36398, 0.265693, 0, 0, 0, 0, 0, 0, 1
1915, 2.4089, 2.24311, 1.33942, 0, 0, 0, 0, 0, 0, 1
1916, 0.911294, 5.07825, 8.80266, 0, 0, 0, 0, 0, 0, 1
1917, 5.09008, 9.9068, 8.64538, 0, 0, 0, 0, 0, 0, 1
1918, 8.10452, 1.64817, 9.33434, 0, 0, 0, 0, 0, 0, 1
1919, 1.05992, 9.35991, 9.9262, 0, 0, 0, 0, 0, 0, 1
1920, 9.02029, 6.5487, 3.98442, 0, 0, 0, 0, 0, 0, 1
1921, 2.50309, 6.45263, 9.09705, 0, 0, 0, 0, 0, 0, 1
1922, 2.87662, 8.84409, 6.65389, 0, 0, 0, 0, 0, 0, 1
1923, 8.50768, 6.51107, 1.72749, 0, 0, 0, 0, 0, 0, 1
1924, 9.78227, 4.18777, 7.9573, 0, 0, 0, 0, 0, 0, 1
1925, 5.88657, 2.32802, 2.77445, 0, 0, 0, 0, 0, 0, 1
1926, 8.19826, 2.72089, 3.73801, 0, 0, 0, 0, 0, 0, 1
1927, 5.51502, 6.62617, 9.43396, 0, 0, 0, 0, 0, 0, 1
1928, 0.041483, 1.80659, 1.34825, 0, 0, 0, 0, 0, 0, 1
1929, 2.9999, 7.06648, 4.96446, 0, 0, 0, 0, 0, 0, 1
1930, 2.20823, 1.5595, 5.69136, 0, 0, 0, 0, 0, 0, 1
1931, 3.61681, 8.44694, 2.20876, 0, 0, 0, 0, 0, 0, 1
1932, 8.15198, 9.74877, 4.1973, 0, 0, 0, 0, 0, 0, 1
1933, 3.75307, 4.78062, 3.96581, 0, 0, 0, 0, 0, 0, 1
1934, 7.80969, 3.94574, 2.99785, 0, 0, 0, 0, 0, 0, 1
1935, 6.3315, 8.83182, 8.35141, 0, 0, 0, 0, 0, 0, 1
1936, 1.4424, 5.14762, 9.16523, 0, 0, 0, 0, 0, 0, 1
1937, 8.74662, 6.54986, 0.740329, 0, 0, 0, 0, 0, 0, 1
1938, 7.25231, 4.43457, 3.39568, 0, 0, 0, 0, 0, 0, 1
1939, 4.42382, 1.13467, 9.27202, 0, 0, 0, 0, 0, 0, 1
1940, 4.57042, 0.75673, 3.09941, 0, 0, 0, 0, 0, 0, 1
1941, 8.3462, 1.15042, 7.50427, 0, 0, 0, 0, 0, 0, 1
1942, 6.72793, 5.86858, 3.94699, 0, 0, 0, 0, 0, 0, 1
1943, 1.8701, 1.58816, 2.0636, 0, 0, 0, 0, 0, 0, 1
1944, 3.56029, 7.62573, 1.32544, 0, 0, 0, 0, 0, 0, 1
1945, 1.86796, 0.0939436, 1.44254, 0, 0, 0, 0, 0, 0, 1
1946, 6.44939, 5.84298, 0.272433, 0, 0, 0, 0, 0, 0, 1
1947, 5.77829, 6.32926, 9.25868, 0, 0, 0, 0, 0, 0, 1
1948, 6.07738, 6.55144, 7.18613, 0, 0, 0, 0, 0, 0, 1
1949, 9.72461, 2.52475, 3.12036, 0, 0, 0, 0, 0, 0, 1
1950, 9.70755, 5.91485, 6.34732, 0, 0, 0, 0, 0, 0, 1
1951, 6.27284, 8.45067, 8.7749, 0, 0, 0, 0, 0, 0, 1
1952, 6.3209, 0.866019, 3.53996, 0, 0, 0, 0, 0, 0, 1
1953, 2.26957, 6.88671, 9.27978, 0, 0, 0, 0, 0, 0, 1
1954, 5.68447, 4.79456, 4.13307, 0, 0, 0, 0, 0, 0, 1
1955, 1.17628, 3.14971, 8.71299, 0, 0, 0, 0, 0, 0, 1
1956, 3.20268, 7.69642, 5.35311, 0, 0, 0, 0, 0, 0, 1
1957, 8.13218, 8.65113, 0.420584, 0, 0, 0, 0, 0, 0, 1
1958, 7.95644, 2.93072, 1.43357, 0, 0, 0, 0, 0, 0, 1
1959, 0.90112, 9.56206, 0.188424, 0, 0, 0, 0, 0, 0, 1
1960, 4.05856, 3.61145, 4.59497, 0, 0, 0, 0, 0, 0, 1
1961, 6.02902, 8.05235, 9.57687, 0, 0, 0, 0, 0, 0, 1
1962, 7.73076, 6.39639, 9.65246, 0, 0, 0, 0, 0, 0, 1
1963, 7.34413, 0.652795, 2.33985, 0, 0, 0, 0, 0, 0, 1
1964, 0.607488, 9.29609, 4.38523, 0, 0, 0, 0, 0, 0, 1
1965, 3.64182, 6.3346, 6.42582, 0, 0, 0, 0, 0, 0, 1
1966, 3.10949, 1.23424, 3.04549, 0, 0, 0, 0, 0, 0, 1
1967, 9.7135, 7.39101, 9.12144, 0, 0, 0, 0, 0, 0, 1
1968, 3.14045, 0.411366, 4.20499, 0, 0, 0, 0, 0, 0, 1
1969, 6.56794, 3.34811, 1.68853, 0, 0, 0, 0, 0, 0, 1
1970, 0.154999, 8.98079, 6.28849, 0, 0, 0, 0, 0, 0, 1
1971, 4.21003, 8.9968, 1.05806, 0, 0, 0, 0, 0, 0, 1
1972, 6.58065, 4.17708, 2.79095, 0, 0, 0, 0, 0, 0, 1
1973, 4.97685, 2.84806, 6.9694, 0, 0, 0, 0, 0, 0, 1
1974, 5.35899, 6.61531, 0.42529, 0, 0, 0, 0, 0, 0, 1
1975, 8.79625, 4.23694, 5.97974, 0, 0, 0, 0, 0, 0, 1
1976, 3.43661, 9.21903, 6.30555, 0, 0, 0, 0, 0, 0, 1
1977, 7.83278, 8.50677, 3.49724, 0, 0, 0, 0, 0, 0, 1
1978, 4.34885, 5.6962, 2.26563, 0, 0, 0, 0, 0, 0, 1
1979, 3.51982, 4.04034, 8.73614, 0, 0, 0, 0, 0, 0, 1
1980, 5.92281, 2.39558, 3.75267, 0, 0, 0, 0, 0, 0, 1
1981, 6.70031, 4.43369, 1.12711, 0, 0, 0, 0, 0, 0, 1
1982, 7.20413, 4.49892, 5.5341, 0, 0, 0, 0, 0, 0, 1
1983, 8.27067, 3.05078, 7.06905, 0, 0, 0, 0, 0, 0, 1
1984, 0.189404, 1.12223, 4.34426, 0, 0, 0, 0, 0, 0, 1
1985, 3.54343, 7.93701, 1.66593, 0, 0, 0, 0, 0, 0, 1
1986, 1.95656, 9.98954, 7.55713, 0, 0, 0, 0, 0, 0, 1
1987, 7.75676, 2.45235, 5.30359, 0, 0, 0, 0, 0, 0, 1
1988, 9.39286, 0.203952, 3.94092, 0, 0, 0, 0, 0, 0, 1
1989, 5.6755, 6.26128, 8.70775, 0, 0, 0, 0, 0, 0, 1
1990, 0.535604, 1.37038, 2.63911, 0, 0, 0, 0, 0, 0, 1
1991, 2.21172, 0.81861, 8.32492, 0, 0, 0, 0, 0, 0, 1
1992, 8.40884, 4.23317, 0.520185, 0, 0, 0, 0, 0, 0, 1
1993, 1.33786, 5.87608, 4.1707, 0, 0, 0, 0, 0, 0, 1
1994, 4.42388, 5.19848, 3.39457, 0, 0, 0, 0, 0, 0, 1
1995, 2.5583, 1.95669, 1.40419, 0, 0, 0, 0, 0, 0, 1
1996, 6.81064, 0.077695, 5.15041, 0, 0, 0, 0, 0, 0, 1
1997, 9.42283, 5.42221, 8.17369, 0, 0, 0, 0, 0, 0, 1
1998, 6.55393, 9.84719, 7.03805, 0, 0, 0, 0, 0, 0, 1
1999, 4.4952, 6.55324, 6.16613, 0, 0, 0, 0, 0, 0, 1
2000, 3.93932, 2.12625, 0.143084, 0, 0, 0, 0, 0, 0, 1
2001, 6.14023, 8.94504, 6.23038, 0, 0, 0, 0, 0, 0, 1
2002, 7.60855, 9.94534, 2.55076, 0, 0, 0, 0, 0, 0, 1
2003, 7.80399, 5.91709, 2.19229, 0, 0, 0, 0, 0, 0, 1
2004, 8.41221, 2.89013, 5.68048, 0, 0, 0, 0, 0, 0, 1
2005, 9.06677, 0.0484847, 6.16672, 0, 0, 0, 0, 0, 0, 1
2006, 8.89301, 3.23728, 9.25298, 0, 0, 0, 0, 0, 0, 1
2007, 8.32316, 8.46984, 0.406119, 0, 0, 0, 0, 0, 0, 1
2008, 7.18527, 2.61908, 7.86778, 0, 0, 0, 0, 0, 0, 1
2009, 3.9019, 2.55705, 4.5196, 0, 0, 0, 0, 0, 0, 1
2010, 4.12175, 9.57539, 6.47252, 0, 0, 0, 0, 0, 0, 1
2011, 6.72913, 8.08074, 9.33593, 0, 0, 0, 0, 0, 0, 1
2012, 5.74352, 6.33619, 9.76813, 0, 0, 0, 0, 0, 0, 1
2013, 6.76608, 5.16438, 8.88652, 0, 0, 0, 0, 0, 0, 1
2014, 1.11828, 0.239065, 5.59953, 0, 0, 0, 0, 0, 0, 1
